FOODID,FOODNAME_FI,FOODNAME_EN,FOODNAME_SV,FUCLASS,IGCLASS,FUCLASS_subsitute,kgCO2-eq/kg,gCO2-eq/100g,Data quality,Average_source
34644,"JOGURTTI, MAUSTETTU, LUONTO, RASVATON, D-VIT 1 UG, AB, LAKTOOSITON","YOGHURT, FLAVOURED, LUONTO, FAT-FREE, 1 UG VITAMIN D, AB, LACTOSE-FREE","YOGHURT, SMAKSATT, LUONTO, FETTFRI, 1 UG VITAMIN D, AB, LAKTOSFRI",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34645,"JOGURTTI, MAUSTETTU, RASVATON, VL","YOGHURT, FLAVOURED, FAT-FREE, LOW-LACTOSE","YOGHURT, SMAKSATT, FETTFRI, LÅG LAKTOSHALT",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34649,"RAHKA, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, LAKTOOSITON","QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED, LACTOSE-FREE","KVARG, SMAKSATT, FETTFRI, SYNTETISKT SÖTAD, LAKTOSFRI",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
34650,"JOGURTTI, JUOTAVA, RASVATON, KEINOTEKOISESTI MAKEUTETTU","YOGHURT, DRINKABLE, FAT-FREE, ARTIFICIALLY SWEETENED","YOGHURT, DRICKBAR, FETTFRI, SYNTETISKT SÖTAD",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34652,"JOGURTTI, MAUSTETTU, ACTIVIA KEVYT, RASVATON, OSITTAIN KEINOT. MAKEUTETTU, PROB.","YOGHURT, FLAVOURED, ACTIVIA LIGHT, FAT-FREE, PARTIALLY ARTIFIC. SWEETENED, PROB.","YOGHURT, SMAKSATT, ACTIVIA LÄTT, FETTFRI, DELVIS SYNTETISK SÖTAD, PROBIOTIKA",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34653,"JOGURTTI, JUOTAVA, DANUP DRINK, RASVAA 0,8%","YOGHURT, DRINKABLE, DANUP DRINK, 0.8% FAT","YOGHURT, DRICKBAR, DANUP DRINK, 0,8 % FETT",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34654,"RAHKA, MAUSTETTU, RASVAA 4 %","QUARK, FLAVOURED, 4% FAT","KVARG, SMAKSATT, 4 % FETT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
34655,"RAHKA, MAUSTETTU, RASVATON, PROTEIINIRAHKA, VL","QUARK, FLAVOURED, FAT-FREE, PROTEIN QUARK, LOW-LACTOSE","KVARG, SMAKSATT, FETTFRI, PROTEIN KVARG, LÅG LAKTOSHALT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
34656,"JOGURTTI, MAUSTAMATON, RASVAA 4 %, LAKTOOSITON, PROBIOOTTEJA","YOGHURT, PLAIN, 4% FAT, LACTOSE-FREE, PROBIOTICS","YOGHURT, NATURELL, 4 % FETT, LAKTOSFRI, PROBIOTIKA",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
34657,"JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON","YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE","YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
34658,"JOGURTTI, MAUSTETTU, RASVAA 3,5 %, PROBIOOTTEJA","YOGHURT, FLAVOURED, 3.5% FAT, PROBIOTICS","YOGHURT, SMAKSATT , 3,5 % FETT, PROBIOTIKA",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
34659,"JOGURTTI, MAUSTETTU, RASVAA 2 %, AB, VL","YOGHURT, FLAVOURED, 2% FAT, AB, LOW-LACTOSE","YOGHURT, SMAKSATT, 2 % FETT, AB, LÅG LAKTOSHALT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
34668,SIEMENSEKOITUS,SEED BLEND,FRÖBLANDNING,"Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,2.1,210.0,Category average,IGCLASS
34679,"JOGURTTI, MAUSTETTU, RASVATON, VL, D-VIT 1 UG","YOGHURT, FLAVOURED, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D","YOGHURT, SMAKSATT, FETTFRI, LÅG LAKTOSHALT, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
34680,PASSIONHEDELMÄ,PASSION FRUIT,PASSIONSFRUKT,"Hedelmät, tuoreet",Muut hedelmät,,0.45,45.0,Product,-
34688,"KOOKOSVESI, MAKEUTTAMATON","COCONUT WATER, UNSWEETENED","KOKOSVATTEN, OSÖTAD",Kasvismehut,"Juomat palkokasveista, pähkinöistä ja siemenistä",,0.67,67.0,Product,-
34694,"PAPAIJA, KUORITTU","PAPAYA, WITHOUT SKIN","PAPAYA, SKALAD","Hedelmät, tuoreet",Muut hedelmät,,0.41,41.0,Product,-
34713,"MAKARONI, TÄYSJYVÄ","MACARONI, DARK, WHOLE WHEAT AND DARK WHEAT FLOUR","MAKARONER, FULLKORNSVETE",Pastalisäke,Vehnä,,1.75,175.0,Product,-
34716,"MAITO, TÄYSMAITO, RASVAA 3 %, LAKTOOSITON MAITOJUOMA, EI LISÄTTY D-VITAMIINIA","MILK, 3% FAT, LACTOSE-FREE, NO ADDED VITAMIN D","MJÖLK, HELMJÖLK, 3 % FETT, LAKTOSFRI, UTAN TILLSATT VITAMIN D",Maitojuomat >2%,"Rasvainen maito, rasvaa > 2 % ",,1.25,125.0,Product,-
34743,"PAPU, HÄRKÄPAPU, KUIVATTU, HÄRKÄPAPUROUHE","BEAN, BROAD BEAN, FAVA BEAN, DRY, BROAD BEAN GROATS","BONDBÖNOR, TORR, BONDBÖNSKROSS",Palkokasvivalmiste,Palkokasvituotteet,,0.73,73.0,Product,-
34752,"TUOREJUUSTO, MASCARPONE, RASVAA 38 %","CREAM CHEESE, MASCARPONE, 38% FAT","FÄRSKOST, MASCARPONE, 38 % FETT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,3.93,393.0,Category average,IGCLASS
34762,"TUOREJUUSTO, RASVAA 15 %, MAUSTAMATON, LAKTOOSITON","CREAM CHEESE, LOW-FAT, 15% FAT, PLAIN, LACTOSE-FREE","FÄRSKOST, 15 % FETT, NATURELL, LAKTOSFRI","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa <= 15 %",,1.77,177.0,Product,-
34764,"TUOREJUUSTO, RASVAA 25 %, MAUSTAMATON, LAKTOOSITON","CREAM CHEESE, LOW-FAT, 25% FAT, PLAIN, LACTOSE-FREE","FÄRSKOST, 25 % FETT, NATURELL, LAKTOSFRI","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,1.77,177.0,Product,-
34765,"TUOREJUUSTO, RASVAA 20 %, MAUSTAMATON","CREAM CHEESE, LOW-FAT, 20% FAT, PLAIN","FÄRSKOST, 20 % FETT, NATURELL","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,1.77,177.0,Product,-
34797,"MAKEINEN, SALMIAKKIPASTILLI, SOKERITON","SALTY LIQOURICE PASTILLE, UNSWEETENED","SÖTSAK, SALMIAKPASTILL, SOCKERFRI",Makeiset,Makeiset,,1.37,137.0,Category average,IGCLASS
34802,"MAKEUTUSAINE, HERMESETAS GOLD, SAKARIINIA, ASPARTAAMIA JA SYKLAMAATTIA","SWEETENER, HERMESETAS GOLD, SACCHARIN, ASPARTAME AND CYCLAMATE BLEND","SÖTNINGSMEDEL, HERMESETAS GOLD, SACKARIN, ASPARTAM OCH CYCLAMAT",Sekalaiset ruoka-aineet,Makeutusaineet,,0.62,62.0,Product,-
34805,"MAKEUTUSAINE, HERMESETAS LIQUID, SAKARIINI JA SYKLAMAATTI, NESTEMÄINEN","SWEETENER, HERMESETAS LIQUID, SACCHARIN AND CYCLAMATE BLEND","SÖTNINGSMEDEL, HERMESETAS LIQUID, SACKARIN OCH CYCLAMAT",Sekalaiset ruoka-aineet,Makeutusaineet,,0.62,62.0,Product,-
34831,"SUKLAAKONVEHTI, SUKLAATÄYTE",CHOCOLATE CONFECTION FILLED WITH CHOCOLATE,CHOKLADKONFEKT MED CHOKLADFYLLNING,Suklaa,Suklaa,,2.8,280.0,Product,-
34835,"TÄYSMEHU, PUOLUKKATÄYSMEHU","LINGONBERRY JUICE, UNSWEETENED","JUICE, LINGONJUICE, UTAN SOCKER",Täysmehut,Täysmehut,,1.19,119.0,Category average,IGCLASS
34847,CHIANSIEMEN,CHIA SEED,CHIAFRÖN,"Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,1.4,140.0,Product,-
34848,"KILOHAILI, TUORE",EUROPEAN SPRAT,"SKARPSILL, FÄRSK",Kalat,Kalat,,1.59,159.0,Product,-
34872,"PÄHKINÄSEKOITUS, SUOLATON, PAAHDETTU","NUT MIX, WITHOUT SALT, ROASTED","NÖTTER, BLANDNING, UTAN SALT, ROSTADE","Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,2.1,210.0,Category average,IGCLASS
34905,RIISI-OHRASEOS,RICE AND BARLEY MIX,RIS-KORNBLANDNING,Riisilisäke,Riisi,,2.31,231.0,Category average,IGCLASS
34907,RIISI-RUISSEOS,RICE AND RYE MIX,RIS-RÅGBLANDNING,Riisilisäke,Riisi,,2.31,231.0,Category average,IGCLASS
34909,"NYHTÖKAURA, MAUSTAMATON, NUDE",PULLED OATS,PULLED HAVRE,Palkokasvivalmiste,Palkokasvituotteet,,0.59,59.0,Category average,IGCLASS
34927,"KASVIRASVALEVITE 39 %, LÄTTA ORIGINAL","VEGETABLE FAT SPREAD 39 %, LÄTTA ORIGINAL","VEGETAILISK MATFETT 39 %, LÄTTA ORIGINAL",Margariini ja  rasvalevite <55%,Margariini ja  rasvalevite <55%,,5.33,533.0,Category average,IGCLASS
34971,"KAURAKUITUNEN, KAURAROUHE","OAT, COARSE-GROUND OAT, KAURAKUITUNEN","HAVREKROSS, KAURAKUITUNEN",Jauhot,Kaura ja kauratuotteet,,0.68,68.0,Category average,IGCLASS
34972,"OLIIVI, KESKIARVO, KIVETÖN, SUOLALIEMESSÄ, VIHREÄ","OLIVE, AVERAGE, WITHOUT STONE, IN BRINE, GREEN","OLIV, MEDELVÄRDE, UTAN KÄRNA, I SALTLAG, GRÖN",Kasvissäilykkeet,Muut hedelmät,,0.69,69.0,Category average,IGCLASS
34983,HERAPROTEIINIKONSENTRAATTI,WHEY PROTEIN CONCENTRATE,"VASSLEPROTEIN, KONCENTRAT",Sekalaiset ruoka-aineet,Maitojauheet,,14.67,1467.0,Category average,IGCLASS
34985,"KAHVIJUOMA, KYLMÄ, MAITOKAHVIJUOMA, D-VITAMIINIA, LAKTOOSITON","COFFEE DRINK, COLD, COFFEE WITH MILK, VITAMIN D, LACTOSE-FREE","KAFFEDRYCK, KALT, KAFFE MED MJÖLK, VITAMIN D, LAKTOSFRI",Maitojuomat <2%,Rasvaton maito ,,0.95,95.0,Category average,IGCLASS
34986,"KAHVIJUOMA, KYLMÄ, MAITOKAHVIJUOMA, RASVAA 1,8 %, LAKTOOSITON","COFFEE BEVERAGE, ICED COFFEE, 1.8% FAT, LACTOSE-FREE","ISKAFFE, MJÖLKBASERAD KAFFEDRYCK, 1,8 % FETT, LAKTOSFRI",Maitojuomat <2%,"Vähärasvainen maito, rasvaa <= 2 %",,1.07,107.0,Category average,IGCLASS
34988,"KIVENNÄISVESI, MEHU-KIVENNÄISVESI",MINERAL WATER WITH JUICE,MINERALVATTEN MED JUICE,"Virvoitusjuomat, sokeroidut",Virvoitusjuomat,,0.29,29.0,Category average,IGCLASS
34990,"ATERIANKORVIKE, HERAPROTEIINIJAUHE, 74 % PROTEIINIA","MEAL REPLACEMENT, WHEY PROTEIN POWDER, 74% PROTEIN","MÅLTIDSERSÄTTNING, VASSLEPROTEINPULVER, 74 % PROTEIN",Urheiluvalmisteet muut kuin juomat,Urheiluvalmisteet,Ateriankorvikkeet,1.79,179.0,Category average,FUCLASS
34991,"ATERIANKORVIKE, HERAPROTEIINIJAUHE, 85 % PROTEIINIA","MEAL REPLACEMENT, WHEY PROTEIN POWDER, 85% PROTEIN","MÅLTIDSERSÄTTNING, VASSLEPROTEINPULVER, 85 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
34992,"ATERIANKORVIKE, PROTEIINIPATUKKA, KESKIARVO, N. 20 % PROTEIINIA","MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 20% PROTEIN","MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, MEDELVÄRDE, CA 20 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
34996,"ATERIANKORVIKE, SOIJAPROTEIINIJAUHE, N. 80 % PROTEIINIA","MEAL REPLACEMENT, SOY PROTEIN POWDER, C. 80% PROTEIN","MÅLTIDSERSÄTTNING, SOJAPROTEINPULVER, CA. 80 % PROTEIN",Urheiluvalmisteet muut kuin juomat,Urheiluvalmisteet,Ateriankorvikkeet,1.79,179.0,Category average,FUCLASS
34997,"ATERIANKORVIKE, HERAPROTEIINIJAUHE, N. 90 % PROTEIINIA","MEAL REPLACEMENT, WHEY PROTEIN POWDER, C. 90% PROTEIN","MÅLTIDSERSÄTTNING, VASSLEPROTEINPULVER, CA 90 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
35001,"VOI, LAKTOOSITON, VÄHÄSUOLAINEN","BUTTER LACTOSE-FREE, LOW SODIUM","SMÖR LAKTOSFRI, LÅG SALTHALT","Voi, maitorasva","Voi, maitorasva",,5.86,586.0,Product,-
35003,"ATERIANKORVIKE, HERAPROTEIINIVÄLIPALAJAUHE, PROFEEL, 44 % PROTEIINIA","MEAL REPLACEMENT, WHEY PROTEIN POWDER, PROFEEL, 44% PROTEIN","MÅLTIDSERSÄTTNING, VASSLEPROTEINPULVER, PROFEEL, 44 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
35004,"URHEILUJUOMA, PROTEIINIJUOMA, RASVAA 1,6 %","SPORT BEVERAGE, PROTEIN DRINK, 1,6% FAT","SPORTDRYCK, PROTEIN, PROTEIN SHAKE, 1,6 % FETT",Urheilujuomat,Urheilujuomat,"Virvoitusjuomat, sokeroidut",0.28,28.0,Category average,FUCLASS
35005,"VÄLIPALAPATUKKA, RAAKAPATUKKA, BARE BAR, VILJATON","SNACK BAR, DATE BAR WITH NUTS, BARE BAR","MELLANMÅLSSTÅNG, DADELSTÅNG MED NÖTTER, BARE BAR","Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,0.69,69.0,Category average,IGCLASS
35006,"KASVIÖLJYVALMISTE, JUOKSEVA, 70 %, KESKIARVO","MARGARINE 70%, FLUID","VEGETABILISK OLJEPRODUKT 70 %, FLYTANDE",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
35007,"ATERIANKORVIKE, PROTEIINIPATUKKA, 30 % PROTEIINIA, KUITUA, SOFT BAR","MEAL REPLACEMENT, PROTEIN BAR, C. 30% PROTEIN, FIBRE, SOFT BAR","MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, CA 30 % PROTEIN, FIBER",Urheiluvalmisteet muut kuin juomat,Urheiluvalmisteet,Viljapatukat,2.14,214.0,Category average,FUCLASS
35011,"ATERIANKORVIKE, ENERGIAPATUKKA, VITAMINOITU, KESKIARVO","MEAL REPLACEMENT, ENERGY BAR, VITAMINS, AVERAGE","MÅLTIDSERSÄTTNING, ENERGI STÅNG, VITAMINER, MEDELVÄRDE",Ateriankorvikkeet,Urheiluvalmisteet,,1.79,179.0,Category average,FUCLASS
35012,"ATERIANKORVIKE, PROTEIINIPATUKKA, KESKIARVO, N. 40 % PROTEIINIA","MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 40% PROTEIN","MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, MEDELVÄRDE, CA 40 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
35013,"ATERIANKORVIKE, HERAPROTEIINIJAUHE, N. 40 % PROTEIINIA","MEAL REPLACEMENT, WHEY PROTEIN POWDER, C. 40% PROTEIN","MÅLTIDSERSÄTTNING, VASSLEPROTEINPULVER, CA 40 % PROTEIN",Ateriankorvikkeet,Urheiluvalmisteet,,1.79,179.0,Category average,FUCLASS
35091,"TEE, INKIVÄÄRIJUOMA, INKIVÄÄRITEE, KOTITEKOINEN","GINGER TEA, GINGER DRINK, HOMEMADE","INGEFÄRSTE, INGEFÄRSDRYCKA, HEMLAGAD",Tee,Tee,,1.55,155.0,Category average,IGCLASS
35102,"AROMIRUISMALLAS, VAALEA MALLAS",AROMA RYE MALT,AROM RÅGMALT,Sekalaiset ruoka-aineet,Valmistuksen apuaineet,,6.4,640.0,Category average,IGCLASS
35146,"NELJÄN VILJAN HIUTALE, GLUTEENITON","4-GRAIN FLAKES, GLUTEN FREE","FYRKORNSFLINGOR, GLUTENFRI",Jauhot,Kaura ja kauratuotteet,,0.76,76.0,Product,-
35171,"RAHKA, MAUSTAMATON, KERMARAHKA, RASVAA 4,3 %","CREAM QUARK, 4.3% FAT","GRÄDDKVARG, 4,3 % FETT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
35212,"SOKERI, STEVIASOKERI","SUGAR, STEVIA SUGAR","SOCKER, STEVIA SOCKER","Sokerit, siirapit","Sokerit, siirapit",,0.82,82.0,Category average,IGCLASS
35220,"HAMPUNSIEMEN, KUORITTU","HEMP SEED, WITHOUT HULL","HAMPFRÖ, UTAN SKAL","Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,2.1,210.0,Category average,IGCLASS
35221,"UNIKONSIEMEN, KOKONAINEN",POPPY SEED,VALLMOFRÖN,"Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,1.69,169.0,Product,-
35315,RIISI-KVINOA-MONIVILJASEOS,"RICE, QUINOA AND MULTIGRAIN MIX",RIS-QUINOA-FLERKORNBLANDNING,Riisilisäke,Riisi,,2.31,231.0,Category average,IGCLASS
35475,"KAHVI, ESPRESSOKAHVIJUOMA",ESPRESSO COFFEE DRINK,"KAFFE, ESPRESSOKAFFE",Kahvi,Kahvi,,7.12,712.0,Product,-
